job_skills,skill_id
Datalab,45967
Cron Jobs,45968
BS Degree (Technical Background Preferred),45969
Vulnerability Assessments,45970
Mitigation Assessments,45971
Business Development Support,45972
Drive to Succeed,45973
Epic Cogito Fundamentals,45974
Informatica CDGC,45975
Informatica AXON,45976
Informatica CDQ,45977
Informatica CDP,45978
Informatica CDI,45979
Predefined Tools,45980
Technological Knowhow,45981
Economical Knowhow,45982
Scientific Knowhow,45983
Business Methods,45984
Technical Components,45985
Pay Equity Laws,45986
Cloud Technologies (Azure AWS),45987
NoSQL/Graph Database Systems,45988
MVS zSeries,45989
VM/VSE,45990
SDSF,45991
QuickRef,45992
Server scripts,45993
Midrange server,45994
IT system monitoring,45995
MS Office (Excel Word Outlook),45996
Shift turnover,45997
IPL,45998
Operations procedures,45999
2 years related experience,46000
5 years IT experience,46001
Data Lake design and implementation,46002
Azure services (Azure Data Lake Storage Azure Data Factory Azure Synapse Analytics Azure Databricks Azure SQL Database Azure Stream Analytics),46003
Python Scala PySpark,46004
Relational and NoSQL databases,46005
Data modeling concepts,46006
Data schemas (Avro Schema JSON Schema),46007
Data serialization (Parquet ORC Avro),46008
Apache Kafka AWS Kinesis Azure Event Bridge GCP PubSub,46009
Continuous integration and ingestion frameworks,46010
Azure Data Factory (ADF) orchestration and automation,46011
SQL TSQL for data querying and manipulation,46012
Azure Synapse Analytics for data warehousing,46013
Azure Databricks for data processing and analytics,46014
Apache Spark for largescale data processing,46015
Azure Data Lake Storage setup and optimization,46016
Azure Resource Manager (ARM) for resource deployment management and monitoring,46017
Azure Portal and CommandLine Interface (CLI) for resource management,46018
Azure security features and compliance standards,46019
Azure Monitor and Azure Log Analytics for monitoring and logging,46020
Data Migration Data Profiling Data Quality enhancement,46021
Agile (Scrum) methodology,46022
CI/CD processes and tools GitCI,46023
Software development life cycle and best practices,46024
Ability to Work in a Team,46025
Ability to Communicate Effectively,46026
Ability to Learn New Skills,46027
Ability to Work with Stakeholders,46028
Ability to Work with CrossFunctional Teams,46029
Ability to Work in a Distributed Environment,46030
Ability to Work with Remote Teams,46031
Ability to Work with Global Teams,46032
Ability to Work with Diverse Teams,46033
Ability to Work in a Multicultural Environment,46034
Ability to Work in a Dynamic Environment,46035
Ability to Work in a Challenging Environment,46036
Ability to Work in a Complex Environment,46037
Ability to Work in a HighPressure Environment,46038
Ability to Work in a HighStakes Environment,46039
Ability to Work in a Competitive Environment,46040
Web GIS Products,46041
Mobile GIS Products,46042
Presentations to Stakeholders,46043
Logic and Creativity,46044
Cooperative Relationships,46045
Advanced Geographic Information Systems (GIS),46046
Transportation Planning,46047
Transportation Maintenance and Traffic Operations,46048
Studying,46049
Web Mapping,46050
Mobile GIS,46051
Scripting (Python R Spark SQL),46052
Sharepoint Development,46053
Rick and Control SelfAssessment,46054
Data Risk Analysis,46055
Workflow Efficiencies,46056
Appraisability,46057
AnalysisReadiness,46058
Standardized Reporting Frameworks,46059
Trusted Advisor,46060
Informed DecisionMaking,46061
Global Projects,46062
Business Performance Management,46063
SubjectMatter Expertise,46064
Organizational Needs,46065
Data Measurement Requirements,46066
Standardized Solutions,46067
Bespoke Development,46068
Standard Practices,46069
Senior Management Collaboration,46070
Data Management/Governance,46071
Stakeholder Environment,46072
CrossRegional Business,46073
Experimental Posture,46074
Bloomberg Products,46075
Workday reporting,46076
HCM data requirements,46077
Payroll and HR data,46078
HCM Data requirements oversight,46079
Work in fast paced environment,46080
Knowledge of developing workday reports,46081
2+ years experience with HCM Data,46082
2+ years experience with analytical oversight within Fortune 100 company,46083
2+ years experience analyzing data using MS office programs,46084
1+ years strong reporting skills within Workday tools,46085
10+ years Payroll and HR Data experience,46086
Bachelor's Degree or equivalent experience,46087
APA Testing,46088
StarLIMS,46089
DOD and Agency's guidelines for handling CUI,46090
Ability to lift up to 25 pounds,46091
Ability to use stairs without assistance,46092
Ability to perform repetitive motions with the hands wrists and fingers,46093
Ability to engage in and follow audible communications in emergency situations,46094
Ability to sit for prolonged periods at a desk and working on a computer,46095
Metrics Collection,46096
Ad Hoc Querying,46097
Data Analytic Software,46098
Oracle Streams replication,46099
Bash/Linux shell scripting,46100
DEVOPS,46101
TS/SCI with polygraph,46102
Bachelor's Degree in a technical discipline,46103
8 years of related experience,46104
Issue investigation,46105
General administration,46106
Analysis activities,46107
System improvements,46108
System under development,46109
Security mechanisms,46110
Data access governance,46111
Data languages,46112
Lowering,46113
Sr Data Analyst,46114
Ticket Management,46115
Internet Connectivity,46116
Medical Device Industry,46117
College Degree in Related Field,46118
12 Years Experience in Technical Support via Email,46119
Experience Using Devices for Work Activities,46120
Experience Contributing and Accessing Information from Knowledge Management System,46121
Medical Device Industry Background,46122
HR analytics,46123
Human resources information systems,46124
HR performance metrics,46125
Technical innovation,46126
Engineering concepts theories and practices,46127
Water/wastewater/stormwater,46128
Tools and Data Integration Technologies,46129
Data Systems and Architecture,46130
Other Tools,46131
Marketing Strategies,46132
BI Software Tools (DOMO),46133
Relational/dimensional database,46134
BI/Data projects,46135
Optimal design patterns,46136
Inmemory computing,46137
Visualization tools/platforms,46138
Data definition,46139
Data quality specifications,46140
QA efforts,46141
Data metrics,46142
Landing/staging areas,46143
EDW/Data Mart,46144
Data analytics programs,46145
Real estate terminology,46146
Real estate standards,46147
Mortgage industry,46148
EDI Analyst,46149
IT Equipment,46150
Client Reporting,46151
Strong Academic Record,46152
13 Years of Experience,46153
Spark (core SQL PySpark),46154
Distributed Ecosystems,46155
SQL (Hive/Py Sparkdataframes),46156
System Applications,46157
Software Processing Flows,46158
Cloud Platforms (GCP/AWS),46159
GitHub/Bitbucket,46160
NoSQL (HBase Couchbase MongoDB),46161
Analytical Aptitude,46162
Microsoft Defender,46163
M365,46164
Data requirements gathering,46165
Data solution testing,46166
Data solution validation,46167
Data solution deployment,46168
Data solution maintenance,46169
Data solution support,46170
Data solution training,46171
Data governance metrics,46172
Data governance scorecards,46173
Broadcom Rally,46174
Data risk reduction,46175
Data value improvement,46176
Data enablement,46177
Business specifications,46178
Data management deliverables,46179
Data governance deliverables,46180
Data flow charts,46181
Conceptual models,46182
Data procedures,46183
Data desktop procedures,46184
Data guides,46185
Data code sets,46186
Data scorecards,46187
Datarelated assets,46188
Datarelated sources,46189
Datarelated business requirements,46190
Datarelated technical requirements,46191
System requirements,46192
Functional design solutions,46193
Data enhancements,46194
Business case roadmaps,46195
DMAIC,46196
Database Scaling,46197
Containerization Technologies (Docker Kubernetes),46198
Big Data Technologies (Hadoop Spark),46199
Data Streaming (Kafka Flink),46200
Bachelor's or Master's in Computer Science or Data Science,46201
8+ years in data engineering and architecture,46202
5+ years in MS SQL stored procedures SSIS,46203
Strong problemsolving and communication skills,46204
Leadership and mentoring experience,46205
Azure Cloud Environment,46206
SelfService Models,46207
Power BI Service,46208
TSQL Queries,46209
Data Prep,46210
Dataset Architecture,46211
Dashboard Architecture,46212
Power Platform Architecture,46213
Training Roadmap,46214
Learning Agreement,46215
SDK Libraries,46216
BI Stack Technologies,46217
Workbooks,46218
Roles and Responsibilities,46219
HRIS Systems,46220
Training Skills,46221
Six years of experience in data/metrics reporting,46222
Advanced knowledge of Microsoft Excel,46223
Experience using VBA PowerPivot PowerQuery. Access SharePoint or other advanced data reporting tools,46224
A Bachelor's Degree from an accredited institution with a major in a related field,46225
Prior work experience in a human resources environment with an emphasis in Time and Attendance,46226
Valid drivers license,46227
City of Jacksonville Public Driver Certification,46228
Executable Development,46229
Library Development,46230
Evidencebased decision making,46231
OLAP cubes,46232
Data Science toolkits,46233
Team working,46234
EDA,46235
Evaluation of learning algorithms,46236
Oracle Clusterware,46237
Patch/Upgrade management,46238
Performance of Exadata,46239
Oracle Exadata Cloud at Customer,46240
Oracle Expert (Preferred) OR OCP Certification,46241
Financial/Transportation Industry requirements for IT,46242
DB security specialist,46243
Db2 z/OS,46244
Enterprise data architecture,46245
Continuous training models,46246
Technology direction,46247
Enterprise data solutions,46248
Public cloud environment,46249
Onprem infrastructure,46250
Jupiter Notebook,46251
NLP models,46252
Churn,46253
Anomaly detection models,46254
AWS Management and Governance suite,46255
Amazon Web Services (AWS) offerings,46256
Microsoft SQL Server Databases,46257
Continuous Integration / Continuous Delivery,46258
Data Storage Management,46259
Database Prototyping,46260
12 or more years of experience,46261
Cloud Data Analytics Platform,46262
AWS data systems,46263
Data governance strategies,46264
AWS Athena/S3 Parquet format,46265
Insurance industry experience,46266
Business Definitions,46267
Security Mechanisms,46268
Data Access Governance,46269
SelfService Frameworks,46270
EMR (Hadoop),46271
DynamoDB (NoSQL),46272
Advanced troubleshooting,46273
Data lake architecture,46274
Data lake administration,46275
Application architectures,46276
External threats,46277
Data quality KPIs,46278
Global change projects,46279
SAP data environment,46280
Lean environment,46281
Data governance methodologies,46282
Cognos Business Analytics,46283
Study Group,46284
Components and enhancements,46285
Milestones,46286
Resource requirements,46287
User interface design,46288
Process flow charts,46289
Database Platform,46290
Loading processes,46291
Redshift/Spectrum,46292
API gateway,46293
Informatica ETL,46294
Data Governance Frameworks and Concepts,46295
Bachelor's Degree in Computer Science Information Technology or Engineering,46296
EDI X12 mapping,46297
EDI translation,46298
Vendor Relationship Management,46299
Desire to Learn,46300
Compliance Operations,46301
Process Excellence,46302
Business Partner Engagement,46303
Linux/Bash,46304
SPM,46305
AFNI,46306
FSL,46307
Computational Neuroscience,46308
Neuroimaging Tools,46309
MetaAnalyses,46310
Neuroimaging Data,46311
Neuroendocrinologic Markers,46312
Neuropsychiatry,46313
Lifespan Brain Institute,46314
Charlotte NC,46315
3+ month contracttohire,46316
$5560/hr contracttocontract,46317
US work authorization required,46318
610 years of experience,46319
Strong SQL,46320
Geographic Information Systems experience,46321
Couchbase Database Administration,46322
Couchbase Clusters,46323
SyncGateways,46324
AcqDemo program,46325
Contributionbased Civilian Appraisal System,46326
Project Evaluation,46327
Training Needs Assessment,46328
Accession Planning,46329
Military Workforce Systems,46330
Civilian Workforce Systems,46331
Ability to Handle Stress,46332
Workday Strategic Sourcing (WSS),46333
Vendor Supplier Portal,46334
SLM (sourcing lifecycle management),46335
Analysis Planning,46336
Massachusetts child welfare laws,46337
Hybrid,46338
Boomi Master Data Hub (MDH),46339
Wholesale Lending,46340
Supply Chain Risk Management (SCRM),46341
Industrial base,46342
Manufacturing & Production,46343
Technology scouting and application,46344
Defense acquisition & program management,46345
Government procurement,46346
Supplier assurance,46347
Federal contracting,46348
Planning Programming Budget and Execution (PPBE),46349
Dark Web Scanning,46350
Security Knowledge,46351
Pivot table,46352
Advanced Excel formulas,46353
Advanced Microsoft Excel/Google Sheets skills,46354
Proficient in SQL PowerBI Tableau and programming languages,46355
Collaborative mindset,46356
Maturity and good judgement,46357
Organized and detailoriented,46358
Multitasking and priority evaluation in a fastpaced environment,46359
Demonstrated ability to maintain high standards of confidentiality,46360
Varonis,46361
Data Intelligence Platform,46362
Data Protection Frameworks,46363
Enterprise Data Protection,46364
Campus involvement,46365
Study abroad,46366
International exposure,46367
Master Production Schedule (MPS),46368
Material Requirements Planning (MRP),46369
Capacity Requirements Planning (CRP),46370
Master scheduler,46371
Demand planning,46372
Manufacturing execution systems,46373
Supply chain software,46374
MINITAB,46375
APICS CPIM,46376
APICS CSCP,46377
Performance indicators,46378
MPS,46379
JIT,46380
CRP,46381
ERP2,46382
Data API Design and Implementation,46383
Business Criticality,46384
Strong Verbal and Written Communication/Presentation Skills,46385
CrossFunctional Data Needs,46386
Report Disposition/Development Projects,46387
ERP Process,46388
Source to Target Mappings,46389
Data Testing and Troubleshooting,46390
SQL and/or Reporting Tools,46391
US Citizenship or GC Holder or Authorized to Work in the U.S.,46392
Cloud Data Warehouse/Data Lake,46393
Data Design Documents,46394
Data mapping document,46395
Complex life or annuity products,46396
Computer programming languages,46397
Governance Standards,46398
Service Analytics Standards,46399
Data Querying Languages,46400
Digital Product Design,46401
Service Design,46402
Public Sector Organization,46403
Telephony Platforms,46404
Call Center Data/Metrics,46405
Middleware/ETL tools,46406
DB Amp,46407
Source Control/Microsoft Team Foundation Server,46408
Transportation Logistics,46409
Telephony Systems,46410
Planning and development for utilities,46411
Workday Reporting,46412
People/Data Analytics,46413
Prism,46414
Discovery Boards,46415
Worksheets,46416
Slides,46417
Workday HCM,46418
Lean SixSigma,46419
DMAIC/Agile,46420
Problem Formulation,46421
Multiple Tasks,46422
Responsibilities,46423
People Metrics,46424
HR Initiatives,46425
Talent/Performance Management,46426
Learning Management,46427
Recruiting/Applicant Tracking,46428
Employee Retention,46429
Employee Performance,46430
Manufacturing Teams,46431
Sales Teams,46432
Regulatory & Compliance,46433
VLOOKUP's & Pivot Tables,46434
Data Quality Remediation,46435
Process Gap Identification,46436
Data Control Analysis,46437
Data System Testing,46438
Quality Compliance,46439
5+ years of experience in database design and development,46440
ExecutiveLevel Audiences,46441
Analytics Development,46442
Feedback Iteration,46443
Full Automation,46444
DataDriven Environments,46445
EndtoEnd Analytics Development,46446
Repeatability,46447
Service Operations Analytics,46448
Cloudbased Solutions,46449
Cloudbased Data Storage,46450
Cloudbased Data Processing,46451
Cloudbased Analytics,46452
GCP Professional Data Engineer Certification,46453
Circuit Provisioning,46454
Circuit Utilization Analysis,46455
Project Cost Analysis,46456
Project Schedule Analysis,46457
Dispute Identification,46458
Payment Recommendation,46459
Purchase Order Verification,46460
Order Request Management,46461
Return Request Agreement,46462
Emergency Service Request,46463
Project Objective Management,46464
Project Risk Management,46465
Project Resource Coordination,46466
ETL Design and Development,46467
Source System Data Analysis,46468
DataCentric Solution Design,46469
Business Rule Development,46470
Data Warehouse Population,46471
Data Anomaly Resolution,46472
Business Stakeholder Management,46473
Source System Ownership,46474
Background Investigation,46475
Version Controlling Systems,46476
Software Technologies,46477
Software Architect,46478
Computational Systems,46479
Programming Languages (C++ C# HTML PHP MySQL NetBeans Android Studio),46480
Test Code,46481
Application Performance Monitoring,46482
Customer Portal (Covisint Ford/GM Stellantis Tesla),46483
Minitab IATF 16949:2016 Supplier Auditor,46484
Core Tools (MSA APQP SPC PFMEA),46485
Electromechanical Engineering,46486
Frontend Technologies (HTML5 CSS3 JavaScript),46487
Thirdparty Libraries (Query LESS Angular ReactJS),46488
Serverside Programming Languages (Java Python Ruby .Net),46489
DBMS Technology (MySQL MongoDB Oracle SQL Server),46490
SAP / APQP Knowledge,46491
ISO / IATF 16949,46492
Continuous Improvement Methods,46493
Core Tools / SAP / APQP Knowledge,46494
Customer Applications and Portal Knowledge,46495
Basic Design Ability,46496
Apache or nginx Servers,46497
Version Control Systems (VSC),46498
NPI Knowledge,46499
Security Concerns,46500
Control Points,46501
Oversight Capacity,46502
Data Minded,46503
Market Demographics,46504
Consumer Research,46505
Market Share,46506
Volume Projections,46507
Competitive Landscape,46508
Maptitude,46509
Budget Analysis,46510
Clinical Activity Monitoring,46511
Professional Billing,46512
RVU Reporting,46513
Coding Benchmarking,46514
Business System Analysis,46515
Symmetric Algorithms,46516
Asymmetric Algorithms,46517
PKI,46518
Analytical displays,46519
Undergraduate degree in computer science or programming,46520
Master's degree in programming or analytics,46521
Experience in a similar function,46522
HR KPIs,46523
HR Dashboard,46524
Validation Checks,46525
SD Reporting,46526
CHRP,46527
CHRL,46528
Alumni Network,46529
Claims reporting,46530
Commercial insurance,46531
Cross data comparison,46532
Data discrepancies analysis,46533
Data standards enforcement,46534
Project progress monitoring,46535
Ability to handle shifting priorities,46536
Vehicle Sales,46537
Audience Optimization,46538
Program Forecasting,46539
Client Presentations,46540
Site Analytics,46541
CRM Reporting,46542
Audience Performance,46543
Website Personalization,46544
Adobe Target,46545
Actionable Recommendations,46546
Internal Team Collaboration,46547
Automotive Experience,46548
Scientific Data Review,46549
Data Clarity,46550
GMP Regulations,46551
GLP Regulations,46552
Scientific Skills,46553
Ability to Learn,46554
Ability to Follow Instructions,46555
Company Policies,46556
ECDA,46557
Insights Generation,46558
Solution Testing,46559
Go Programming,46560
Tibco Spotfire,46561
Siteview,46562
Data & analytics applications,46563
HSSE workflow duties,46564
HSSE systems support,46565
HSE metrics,46566
HSSE policies,46567
HSSE procedures,46568
HSSE guidelines,46569
HSE systems upgrades,46570
Close attention to detail,46571
High aptitude,46572
Intermediate programming skills,46573
Intermediate data & analytics applications,46574
Intermediate data modeling,46575
Intermediate data integration,46576
Resultsdriven,46577
Minimum two years' experience in Oil and Gas as Data Analyst Engineering Tech Engineering Specialist Business Analyst Systems Analyst IT Analyst or related role,46578
Acceptable preemployment background and drug test,46579
Bachelor's Degree in Management Information Systems Data Analytics Information Science/Management Economics Finance Accounting or related degree,46580
Proficient in Tibco Spotfire PowerBI Microsoft Office SAP Siteview Alteryx Data Bricks and SQL,46581
Robust Sustainable and Flexible Design,46582
Technical and Functional Design,46583
Process Application Integration Data Technology and Security,46584
MDM Strategies Requirements and Policies,46585
MDM Requirement Analysis Sessions,46586
Deterministic and Probabilistic Matching Methodologies,46587
Enrichment Solutions,46588
Validation Match and Merge and Survivorship,46589
EndtoEnd MDM Project Implementation,46590
Persuasive Presentations,46591
Governance and Data Harmonization Concepts Practices and Implementation,46592
Software Development Experience,46593
Team Leading Experience,46594
GCP/AWS,46595
Scalable Architectures,46596
Iterative Big Exploration,46597
Complex Data Sources,46598
PlayerCoach Role,46599
Consent Process,46600
Two Years Experience,46601
LimitedTerm Position,46602
Child Abuse History Check,46603
FBI Background Check,46604
EEO Compliance,46605
Health and Human Services data,46606
Graphical presentation,46607
Tabular presentation,46608
Geographical presentation,46609
Data analytic strategy,46610
Report design & development,46611
Dashboard design & development,46612
Excel Power Pivot,46613
ETL technologies (SSIS Azure Data Factory),46614
MS Power Suite (Power Automate Power Pages Dataverse SharePoint),46615
DoD Environment,46616
OUSD(I&S) Experience,46617
Operations Analysis,46618
SolutionOriented,46619
Automation Platforms,46620
Gaming Regulations,46621
Survey software (Qualtrics),46622
Statistical software (Tableau SQL),46623
Statistical significance,46624
Marketing research analysis,46625
Quantitative data,46626
Qualitative data,46627
Marketing channels,46628
Conceptual ability,46629
Data Analytics Trends and Technologies,46630
Reporting & Visualization Guidelines,46631
Digital Workflows,46632
Call Flows,46633
Operational assessment,46634
Organizational assessment,46635
Condition assessment,46636
Mitigation assessment,46637
Ability to balance challenges,46638
Descriptive statistics,46639
KPI design,46640
Frequency analysis,46641
Cable Trays,46642
Wall Penetrations,46643
Cutting Tools,46644
RJ45 Crimping Tool,46645
Punchdown Tool,46646
Cable Tester,46647
Cable Certifier,46648
Tone Generator and Probe,46649
Cable Labels and Markers,46650
Label Printer,46651
Tape Measure or Ruler,46652
Cable Ties and Velcro Straps,46653
Cable Clips and Mounts,46654
Power Drill and Bits,46655
Screwdrivers and Wall Anchors,46656
Safety Glasses,46657
Work Gloves,46658
Tool Bag or Pouch,46659
Pen and Notepad or Mobile Device,46660
Steeltoed Boots,46661
Hard Hat,46662
Cable Fish Tape or Rods,46663
Cable Lubricant,46664
Cable Toner and Probe,46665
Additional Coursework,46666
HypothesisDriven Research,46667
Retirement Match Program,46668
Buddy Program,46669
Inclusive Culture,46670
Community Guilds,46671
Parental Planning,46672
Fitness Reimbursements,46673
Social Listening,46674
Digital Intelligence,46675
KPI Frameworks,46676
Crisp Insights,46677
Recommendation Generation,46678
Research Report Development,46679
Mixed Methodologies,46680
Ad hoc Project Ownership,46681
Ongoing Client Project Ownership,46682
Professional Presentation,46683
Primary Survey Data,46684
Measurement Program Management,46685
Recommendation Presentation,46686
Written Presentation,46687
Verbal Presentation,46688
Compelling Story Creation,46689
Pivot Table Usage,46690
Standard KPIs,46691
Industry Standards for Communications,46692
Talkwalker,46693
Brandwatch,46694
Similarweb,46695
Comscore,46696
Factiva,46697
Facebook Analytics,46698
Audiense,46699
Energy policy analysis,46700
Technical concepts comprehension,46701
Stakeholder meeting facilitation,46702
Public forum participation,46703
Electricity system research,46704
Data privacy resolution,46705
Customer data oversight,46706
Utility data access mechanisms oversight,46707
Energy Division data standardization and efficiency improvement,46708
Statement of Qualifications (SOQ) writing,46709
Foreign education credential evaluation,46710
Completed STD 678 state application,46711
Resume submission,46712
Data QC protocols,46713
Databasing,46714
Marine science,46715
Technical data analysis,46716
Proposal support,46717
Continual improvement,46718
MERLIN survey analysis,46719
IBM SPSS Statistics,46720
MS Office (Word Excel Access PowerPoint),46721
HNC/ HND qualification,46722
Custom Reporting,46723
InSights,46724
Defensive Driving Course,46725
Stairs,46726
Uneven Pathways,46727
Unpaved Surfaces,46728
Strata,46729
Data analysis frameworks,46730
Machine Learning (Optional),46731
Enterprise Data Tools,46732
Research Data Analyst,46733
Criminology,46734
Scientific manuscript writing,46735
R or Stata statistical software,46736
GIS methods,46737
Health and racial equity,46738
Epidemiologic studies,46739
Proficiency in new software packages,46740
Ability to work on multiple projects concurrently,46741
Ability to prioritize and manage time effectively,46742
Ability to maintain confidentiality of all private information,46743
Ability to adhere to University and departmental policies and procedures,46744
Ability to comply with the University of California Policy on Vaccination Programs,46745
Ability to contribute to a diverse and inclusive work environment,46746
Semiagile delivery framework,46747
Integration design,46748
Technology design,46749
Security design,46750
MDM strategies,46751
MDM requirements,46752
MDM policies,46753
Deterministic matching methodologies,46754
Probabilistic matching methodologies,46755
Master data hierarchy management,46756
Match and merge,46757
Survivorship,46758
Data scorecard development,46759
Exception management,46760
Data Quality analysis,46761
Sources to target map documents,46762
Traditional SDLC methodologies,46763
Business communication,46764
PL300 certification,46765
Relational Data Model,46766
Dimensional Data Model,46767
Table Joins,46768
Business Solutions Development,46769
Technical Data Solutions,46770
Data Standards Implementation,46771
RLS,46772
Large Dataset Analysis,46773
Traffic management,46774
Variable message signs,46775
Traffic signals,46776
Variable speed signs,46777
Overheight vehicle detectors,46778
Supervisory Control and Data Acquisition Systems (SCADA),46779
Tunnel ventilation,46780
Pump equipment,46781
Tunnel fire system,46782
Control Room equipment,46783
Twoway radio,46784
Virginia Traffic system,46785
Event management system,46786
Issue Trak,46787
Uniform appearance,46788
Traffic Controller II,46789
Hampton Roads interstate system,46790
Virginia Driver’s License,46791
Criminal History Background Check,46792
Good dexterity,46793
Acute Hearing,46794
Average Visual Abilities,46795
Business Process Application,46796
Document Retention,46797
Industrial Operations Knowledge,46798
Excel Proficiency,46799
Tactfulness,46800
Nextgeneration sequencing (NGS),46801
NGS data analysis,46802
Variant calling,46803
Variant annotation,46804
Variant interpretation,46805
Genomic data,46806
Microarray data,46807
Clinical genomic data,46808
Familiarity with model organism research and analysis,46809
Genetic variation databases,46810
Resources for variant annotation and interpretation,46811
Work independently and as part of a multidisciplinary team,46812
Familiarity with Epic systems and test ordering/billing processes,46813
Knowledge of regulatory requirements related to clinical genomics,46814
PhD in Bioinformatics Computational Biology Genetics or a related field,46815
Strong background in clinical genomic data analysis and interpretation,46816
Proficiency in utilizing bioinformatics tools for genomic data analysis,46817
Net Assessment,46818
NATO Strategic Foresight,46819
Cloud computing (AWS Azure GCP),46820
Bachelor's degree in Computer Science Information Systems Statistics,46821
Experience in data management,46822
Experience in cloudbased data platforms,46823
Workflow Processes,46824
EnterpriseScale Data Sets,46825
Data Caching,46826
Data Source Validation,46827
Trending Data,46828
Statistical Processes,46829
DataGathering Methods,46830
Technical Information Presentation,46831
Creative Data Presentation,46832
Custom Algorithm Programming,46833
Data Analysis Findings,46834
Mathematical Methods,46835
Data Science Methods,46836
Computer Science Methods,46837
Storage Capacity Allocation,46838
Scripting (Perl VBScript),46839
Open Source Languages (R),46840
Data Mining Programs,46841
Data Warehousing Programs,46842
Complex Data Structures,46843
Data Interrelationships,46844
Coding Flaws Identification,46845
Data Visualization Tools (Flare HighCharts AmCharts D3.js Processing Google Visualization API Tableau Raphael.js),46846
IAM Level 3 Certification,46847
CCISO Certification,46848
CISM Certification,46849
CISSP Certification,46850
GSLC Certification,46851
DataPlex,46852
Digdag,46853
Cloudbased Technologies,46854
Exception Handling,46855
statistical analyses,46856
healthcare data,46857
financial analysis,46858
leadership,46859
data collection,46860
statistical methods,46861
programming,46862
Market Design,46863
Power Supply Planning,46864
Power Supply Portfolio Management,46865
Solar and Storage Economics,46866
Wholesale Organized Market Design/Policy,46867
Mortgage Industry Terminology,46868
Data Architecting,46869
Building Data Products,46870
Reporting and Visualization,46871
Critical Social Theories,46872
Enterprise Reporting Tools,46873
Data Loading Processes,46874
Knowledge of Data Concepts,46875
Knowledge of Processes,46876
Knowledge of Methodologies,46877
Payroll and Benefits,46878
EDA (Exploratory Data Analysis),46879
eDiscovery workflows,46880
Unstructured environments,46881
Pharmacy,46882
Crime,46883
Fraud examination,46884
Geographic information systems,46885
Operational Assessment,46886
Mitigation Assessment,46887
Ability to Balance and Address New Challenges,46888
Knowledge of Engineering Concepts,46889
EIT Certification,46890
Change Management Skills,46891
Master's of Science degree,46892
STEM Discipline,46893
Data Analysis Qualifications,46894
Business Process Applications,46895
Datadriven product culture,46896
User engagement,46897
Feature adoption,46898
Product performance,46899
Brand partnerships,46900
Customer segmentation,46901
Marketing effectiveness,46902
Revenue/opportunity attribution,46903
Managementlevel reporting,46904
Technical level speaking,46905
HumanCentered design & delivery,46906
AI Steering Team Lead,46907
Build AI Awareness & Literacy,46908
CrowdSourcing Campaign Run,46909
Prioritize / Develop / Track Use Cases,46910
Data Engineering & Analytics Support,46911
Databases Data Collection Systems Data Repository Data Analytics Development & Implementation,46912
Data Interpretation & Analysis,46913
Data Visualization Presentation & Reporting,46914
Data Standards Maintenance & Evolution,46915
Data Environment Review & Maintenance,46916
Data Governance Lead,46917
Collaboration with Data Analysts & Master Data Team,46918
Digital Tool Leveraging & Future Initiative Integration,46919
Process Improvement Opportunities Location & Definition,46920
Competitive Intelligence Incorporation,46921
Software/Tools:,46922
Oracle SQL Server Amazon Redshift Snowflake,46923
Python VBA Java C,46924
Tableau Spotfire Power BI,46925
Alteryx Dataiku Talend,46926
Microsoft Office: Excel MS Access PowerPoint,46927
Frameworks/Concepts:,46928
Data Mining & Segmentation,46929
Troubleshooting Experience: Analytics Database Design Programming Master Data,46930
Data Blending & Querying,46931
Network Strategy Supply Chain Manufacturing & Finance Knowledge,46932
10 Years of Pharmaceutical or Regulated Industry Experience,46933
Technical Expertise in Data Models Database Design Data Mining Segmentation,46934
Troubleshooting Experience in Analytics Database Design Programming Master Data,46935
Disparate Data Querying & Blending,46936
Database Experience: Oracle SQL Server Amazon Redshift Snowflake,46937
Programming Knowledge: Python VBA Java C,46938
Visualization Experience: Tableau Spotfire Power BI,46939
MS Office Skills: Excel MS Access PowerPoint,46940
Ability to Lead & Execute in a Matrix Organization,46941
Complex ProblemSolving Skills,46942
Adaptable & Independent Work Style,46943
Trust & Respect Building Ability,46944
Resourcefulness & Avid Learning,46945
Effective Communication Organizational Planning & Administrative Skills,46946
Coordination of Multiple Complex Projects,46947
Diverse Leadership Experiences & Capabilities,46948
Application layer protocols,46949
Networkbased telemetry,46950
Application metadata,46951
Network sensors,46952
Curation,46953
SOC Analyst,46954
Detection engineering,46955
Security operations,46956
Threat hunting,46957
Threat landscape,46958
Alpha Numeric Key Strokes,46959
Data Cabling Installation,46960
Quality Workmanship,46961
IT systems operations analysis,46962
User needs and requirements determination,46963
Systems improvement recommendations,46964
User and engineering/development staff communication,46965
System issues identification documentation reporting and tracking,46966
Business needs translation into technical requirements,46967
Diversity appreciation,46968
Disability and Veteran applicants encouragement,46969
Employment opportunity assurance,46970
Selfidentification form completion (optional),46971
Reporting purposes only,46972
IT Staffing Group,46973
Worldclass technology talent provision,46974
Complete suite of staffing services,46975
Quality IT professionals delivery,46976
Programming/Development,46977
Production/Support,46978
ERP roles,46979
Lecturing,46980
Level 3 in Education,46981
PGCE,46982
CertEd,46983
Advanced Business Analysis,46984
Special Analytical Projects,46985
Efficiency Analysis,46986
Process Adjustments,46987
Data Mapping Definitions,46988
Team Capacity,46989
Requirement Definition,46990
Changing Requirements,46991
